search_term,genome_id,success,count,error,accession,patric_id,product,start,end,strand,feature_type,gene,locus_tag,protein_id,function,subsystem
sodC,NC,TRUE,1,,NC_005861,,putative superoxide dismutase (Cu-Zn),2102482,2103099,-,CDS,sodC,,,,
sodC,NC,TRUE,1,,NC_008596,,copper/zinc superoxide dismutase,920583,921293,+,CDS,sodC,,,,
sodC,NC,TRUE,1,,NC_008596,fig|246196.19.peg.828,Superoxide dismutase [Cu-Zn] precursor (EC 1.15.1.1),920583,921293,+,CDS,sodC,,,,
sodC,NC,TRUE,1,,NC_014328,fig|1538.8.peg.3012,Superoxide dismutase [Cu-Zn] precursor (EC 1.15.1.1),3286126,3286665,-,CDS,sodC,,,,
sodC,NC,TRUE,1,,NC_014328,,Cu-Zn superoxide dismutase,3286126,3286665,-,CDS,sodC,,,,
sodC,NC,TRUE,1,,NC_007606,fig|300267.13.peg.2249,Superoxide dismutase [Cu-Zn] precursor (EC 1.15.1.1),1703649,1704170,-,CDS,sodC,,,,
sodC,NC,TRUE,1,,NC_007606,,superoxide dismutase,1703649,1704170,-,CDS,sodC,,,,
sodC,NC,TRUE,1,,NC_011985,fig|311403.8.peg.3717,Superoxide dismutase [Cu-Zn] precursor (EC 1.15.1.1),1281112,1281618,+,CDS,sodC,,,,
sodC,NC,TRUE,1,,NC_011985,,superoxide dismutase protein,1281112,1281618,+,CDS,sodC,,,,
sodC,NC,TRUE,1,,NC_008611,fig|362242.7.peg.1664,Superoxide dismutase [Cu-Zn] precursor (EC 1.15.1.1),1483567,1484148,+,CDS,sodC,,,,
sodC,NC,TRUE,1,,NC_008611,,periplasmic superoxide dismutase [Cu-Zn] SodC,1483432,1484148,+,CDS,sodC,,,,
sodC,Unknown,TRUE,1,,CP000245,,"Candidate superoxide dismutase [Cu, Zn], precursor",1168875,1169411,-,CDS,sodC,,,,
sodC,Unknown,TRUE,1,,CP000245,fig|365046.3.peg.1158,Superoxide dismutase [Cu-Zn] precursor (EC 1.15.1.1),1168875,1169411,-,CDS,sodC,,,,
sodC,NC,TRUE,1,,NC_009434,fig|379731.5.peg.2578,Superoxide dismutase [Cu-Zn] precursor (EC 1.15.1.1),2797675,2798196,+,CDS,sodC,,,,
sodC,NC,TRUE,1,,NC_009434,,"superoxide dismutase, Cu-Zn",2797675,2798196,+,CDS,sodC,,,,
sodC,NC,TRUE,1,,NC_008800,fig|393305.7.peg.846,Superoxide dismutase [Cu-Zn] precursor (EC 1.15.1.1),877988,878512,+,CDS,sodC,,,,
sodC,NC,TRUE,1,,NC_008800,,superoxide dismutase,877988,878512,+,CDS,sodC,,,,
sodC,NC,TRUE,1,,NC_014006,,Cu/Zn superoxide dismutase,1228417,1228968,+,CDS,sodC,,,,
sodC,NC,TRUE,1,,NC_014006,fig|452662.3.peg.1176,Superoxide dismutase [Cu-Zn] precursor (EC 1.15.1.1),1228417,1228968,+,CDS,sodC,,,,
sodC,NC,TRUE,1,,NC_011144,,Cu/Zn superoxide dismutase,1018772,1019272,-,CDS,sodC,,,,
sodC,NC,TRUE,1,,NC_011144,fig|450851.6.peg.1385,Superoxide dismutase [Cu-Zn] precursor (EC 1.15.1.1),1018772,1019272,-,CDS,sodC,,,,
sodC,NC,TRUE,1,,NC_013508,fig|498217.4.peg.229,Superoxide dismutase [Cu-Zn] precursor (EC 1.15.1.1),273143,273670,+,CDS,sodC,,,,
sodC,NC,TRUE,1,,NC_013508,,copper-zinc superoxide dismutase,273143,273670,+,CDS,sodC,,,,
sodC,NZ,TRUE,1,,NZ_GG704599,,copper/zinc superoxide dismutase,1653200,1653697,+,CDS,sodC,,,,
sodC,NZ,TRUE,1,,NZ_GG704599,fig|501479.3.peg.1891,Superoxide dismutase [Cu-Zn] precursor (EC 1.15.1.1),1653200,1653697,+,CDS,sodC,,,,
sodC,NC,TRUE,1,,NC_012526,fig|546414.3.peg.2277,Superoxide dismutase [Cu-Zn] precursor (EC 1.15.1.1),2391370,2391840,+,CDS,sodC,,,,
sodC,NC,TRUE,1,,NC_012527,,putative superoxide dismutase,122324,123730,-,CDS,sodC,,,,
sodC,NC,TRUE,1,,NC_012526,,putative Superoxide dismutase,2391292,2391840,+,CDS,sodC,,,,
sodC,NC,TRUE,1,,NC_012527,fig|546414.3.peg.2799,Superoxide dismutase [Cu-Zn] precursor (EC 1.15.1.1),122324,123730,-,CDS,sodC,,,,
sodC,NC,TRUE,1,,NC_014103,fig|592022.4.peg.4915,Superoxide dismutase [Cu-Zn] precursor (EC 1.15.1.1),4761310,4761780,-,CDS,sodC,,,,
sodC,NC,TRUE,1,,NC_014103,,copper/zinc superoxide dismutase,4761310,4761834,-,CDS,sodC,,,,
sodC,NC,TRUE,1,,NC_014103,fig|592022.4.peg.2037,Superoxide dismutase [Cu-Zn] precursor (EC 1.15.1.1),2091028,2091618,+,CDS,sodC,,,,
sodC,NC,TRUE,1,,NC_014103,,copper/zinc superoxide dismutase,2091028,2091618,+,CDS,sodC,,,,
sodC,Unknown,TRUE,1,,CP001397,,superoxide dismutase,3566742,3567386,+,CDS,sodC,,,,
sodC,Unknown,TRUE,1,,CP001397,fig|592029.3.peg.3293,Superoxide dismutase [Cu-Zn] (EC 1.15.1.1),3566742,3567386,+,CDS,sodC,,,,
sodC,NC,TRUE,1,,NC_013799,fig|608538.3.peg.940,Superoxide dismutase [Cu-Zn] precursor (EC 1.15.1.1),856808,857332,+,CDS,sodC,,,,
sodC,NC,TRUE,1,,NC_013799,,superoxide dismutase,856808,857332,+,CDS,sodC,,,,
sodC,Unknown,TRUE,1,,CP001560,fig|630626.3.peg.3331,Superoxide dismutase [Cu-Zn] precursor (EC 1.15.1.1),3533497,3534036,+,CDS,sodC1,,,,
sodC,Unknown,TRUE,1,,CP001560,,superoxide dismutase [Cu-Zn] precursor,3533497,3534036,+,CDS,sodC1,,,,
sodC,Unknown,TRUE,1,,FP476056,fig|63186.3.peg.118,Superoxide dismutase [Cu-Zn] (EC 1.15.1.1),130593,131198,+,CDS,sodC,,,,
sodC,Unknown,TRUE,1,,FP476056,,Superoxide dismutase [Cu-Zn],130593,131198,+,CDS,sodC,,,,
sodC,NC,TRUE,1,,NC_014335,,"superoxide dismutase, Cu-Zn",4618837,4619376,-,CDS,sodC,,,,
sodC,NC,TRUE,1,,NC_014335,fig|637380.6.peg.5295,Superoxide dismutase [Cu-Zn] precursor (EC 1.15.1.1),4618837,4619376,-,CDS,sodC,,,,
sodC,Unknown,TRUE,1,,AP012320,,"superoxide dismutase, Cu, Zn SodC",4217129,4217650,+,CDS,sodC,,,,
sodC,Unknown,TRUE,1,,AP012320,fig|983917.3.peg.3830,Superoxide dismutase [Cu-Zn] precursor (EC 1.15.1.1),4217129,4217650,+,CDS,sodC,,,,
sodC,NZ,TRUE,1,,NZ_GL636062,fig|887898.3.peg.989,Superoxide dismutase [Cu-Zn] precursor (EC 1.15.1.1),798217,798807,+,CDS,sodC,,,,
sodC,NZ,TRUE,1,,NZ_GL636062,,,798217,798807,+,CDS,sodC,,,,
sodC,NC,TRUE,1,,NC_016642,,Copper/zinc superoxide dismutase,144517,145122,-,CDS,sodC,,,,
sodC,NC,TRUE,1,,NC_016642,fig|911045.3.peg.144,Superoxide dismutase [Cu-Zn] precursor (EC 1.15.1.1),144517,145122,-,CDS,sodC,,,,
sodC,Unknown,TRUE,1,,FN543093,fig|693216.3.peg.1879,Superoxide dismutase [Cu-Zn] precursor (EC 1.15.1.1),2087129,2087647,+,CDS,sodC,,,,
sodC,Unknown,TRUE,1,,FN543093,,Superoxide dismutase [Cu-Zn],2087129,2087647,+,CDS,sodC,,,,
sodC,NC,TRUE,1,,NC_013956,fig|706191.3.peg.1792,Superoxide dismutase [Cu-Zn] precursor (EC 1.15.1.1),1945324,1945842,+,CDS,sodC,,,,
sodC,NC,TRUE,1,,NC_013956,,SodC,1945324,1945842,+,CDS,sodC,,,,
sodC,NC,TRUE,1,,NC_014225,fig|716544.4.peg.1193,Superoxide dismutase [Cu-Zn] precursor (EC 1.15.1.1),1302200,1302817,-,CDS,sodC,,,,
sodC,NC,TRUE,1,,NC_014225,,putative copper/zinc superoxide dismutase,1302200,1302817,-,CDS,sodC,,,,
sodC,Unknown,TRUE,1,,GG770409,fig|742159.3.peg.4840,Superoxide dismutase [Cu-Zn] precursor (EC 1.15.1.1),4059429,4059953,-,CDS,sodC,,,,
sodC,Unknown,TRUE,1,,GG770409,,superoxide dismutase,4059429,4059953,-,CDS,sodC,,,,
sodC,NC,TRUE,1,,NC_014323,,Cu/Zn superoxide dismutase,2404409,2404936,+,CDS,sodC,,,,
sodC,NC,TRUE,1,,NC_014323,fig|757424.7.peg.2159,Superoxide dismutase [Cu-Zn] precursor (EC 1.15.1.1),2404409,2404936,+,CDS,sodC,,,,
sodC,Unknown,TRUE,1,,CP002512,fig|866775.3.peg.1019,Superoxide dismutase [Cu-Zn] precursor (EC 1.15.1.1),1100899,1101369,+,CDS,sodC,,,,
sodC,Unknown,TRUE,1,,CP002512,,copper/zinc superoxide dismutase,1100899,1101369,+,CDS,sodC,,,,
sodC,Unknown,TRUE,1,,CP002177,fig|871585.3.peg.2607,Superoxide dismutase [Cu-Zn] precursor (EC 1.15.1.1),2801805,2802380,+,CDS,sodC,,,,
sodC,Unknown,TRUE,1,,CP002177,,superoxide dismutase precursor (Cu-Zn),2801811,2802380,+,CDS,sodC,,,,
sodM,NC,TRUE,1,,NC_005861,fig|264201.15.peg.277,Superoxide dismutase [Mn] (EC 1.15.1.1),382103,382729,-,CDS,sodM,,,,
sodM,NC,TRUE,1,,NC_005861,,superoxide dismutase (Mn) precursor,382103,382729,-,CDS,sodM,,,,
sodM,NZ,TRUE,1,,NZ_DS990556,fig|180281.4.peg.2218,Superoxide dismutase [Mn] (EC 1.15.1.1),868697,869413,-,CDS,sodM,,,,
sodM,NZ,TRUE,1,,NZ_DS990556,,superoxide dismutase [Mn],868697,869440,-,CDS,sodM,,,,
sodM,NC,TRUE,1,,NC_014225,fig|716544.4.peg.243,Superoxide dismutase [Mn] (EC 1.15.1.1),281305,281913,-,CDS,sodM,,,,
sodM,NC,TRUE,1,,NC_014225,,Superoxide dismutase,281305,281913,-,CDS,sodM,,,,
sodM,NC,TRUE,1,,NC_014532,,superoxide dismutase,2725102,2725713,-,CDS,sodM,,,,
sodM,NC,TRUE,1,,NC_014532,fig|768066.3.peg.2485,Superoxide dismutase [Mn] (EC 1.15.1.1),2725102,2725713,-,CDS,sodM,,,,
sodF,Unknown,TRUE,1,,CP003170,,"superoxide dismutase, Fe-Mn family",180984,181613,+,CDS,sodF,,,,
sodF,Unknown,TRUE,1,,CP003170,fig|134676.3.peg.166,Superoxide dismutase [Fe] (EC 1.15.1.1),180984,181613,+,CDS,sodF,,,,
sodF,Unknown,TRUE,1,,AP010968,fig|452652.3.peg.3550,Superoxide dismutase [Fe] (EC 1.15.1.1),3957189,3957788,+,CDS,sodF,,,,
sodF,Unknown,TRUE,1,,AP010968,,putative superoxide dismutase,3957189,3957788,+,CDS,sodF,,,,
sodF,NC,TRUE,1,,NC_016642,,manganese/iron superoxide dismutase,2573481,2574080,+,CDS,sodF,,,,
sodF,NC,TRUE,1,,NC_016642,fig|911045.3.peg.2403,Superoxide dismutase [Mn] (EC 1.15.1.1),2573481,2574080,+,CDS,sodF,,,,
sodF,NC,TRUE,1,,NC_014335,,superoxide dismutase,1406611,1407525,+,CDS,sodF,,,,
sodF,NC,TRUE,1,,NC_014335,fig|637380.6.peg.1775,Superoxide dismutase [Fe] (EC 1.15.1.1) @ Exosporium SOD,1406611,1407525,+,CDS,sodF,,,,
sodF,NC,TRUE,1,,NC_013929,fig|680198.5.peg.5872,Superoxide dismutase [Fe-Zn] (EC 1.15.1.1),6649503,6650150,-,CDS,sodF2,,,,
sodF,NC,TRUE,1,,NC_013929,,superoxide dismutase,6649503,6650150,-,CDS,sodF2,,,,
sod1,NC,TRUE,1,,NC_013854,,Cu/Zn superoxide dismutase,2832424,2832966,+,CDS,sod1,,,,
sod1,NC,TRUE,1,,NC_013854,fig|137722.3.peg.2712,Superoxide dismutase [Cu-Zn] precursor (EC 1.15.1.1),2832481,2832966,+,CDS,sod1,,,,
sod2,NC,TRUE,1,,NC_013854,fig|137722.3.peg.1598,Superoxide dismutase [Fe] (EC 1.15.1.1),1680191,1680784,-,CDS,sod2,,,,
sod2,NC,TRUE,1,,NC_013854,,superoxide dismutase Fe-Zn,1680191,1680784,-,CDS,sod2,,,,
sod2,Unknown,TRUE,1,,CAIT01000009,,Na(+)/H(+) antiporter 1,613415,614638,-,CDS,SOD2,,,,
sod2,Unknown,TRUE,1,,CAIT01000009,fig|1185876.3.peg.4603,hypothetical protein,613415,614638,-,CDS,SOD2,,,,
katA,NC,TRUE,1,,NC_005027,,catalase,2252262,2253743,-,CDS,katA,,,,
katA,NC,TRUE,1,,NC_005027,fig|243090.15.peg.2034,Catalase KatE (EC 1.11.1.6),2252262,2253743,-,CDS,katA,,,,
katA,NC,TRUE,1,,NC_008596,fig|246196.19.peg.3442,Catalase KatE (EC 1.11.1.6),3550348,3551805,-,CDS,katA,,,,
katA,NC,TRUE,1,,NC_008596,,catalase KatA,3550348,3551805,-,CDS,katA,,,,
katA,NC,TRUE,1,,NC_008596,,catalase KatA,6295741,6297402,-,CDS,katA,,,,
katA,NC,TRUE,1,,NC_008596,fig|246196.19.peg.6070,Catalase KatE (EC 1.11.1.6),6295741,6297402,-,CDS,katA,,,,
katA,Unknown,TRUE,1,,HE804045,,Catalase,265146,266594,+,CDS,katA,,,,
katA,Unknown,TRUE,1,,HE804045,fig|1179773.3.peg.265,Catalase KatE (EC 1.11.1.6),265146,266594,+,CDS,katA,,,,
katA,Unknown,TRUE,1,,BAGZ01000009,fig|1184607.3.peg.2023,Catalase KatE (EC 1.11.1.6),14372,15952,+,CDS,katA,,,,
katA,Unknown,TRUE,1,,BAGZ01000009,,catalase KatA,14372,15952,+,CDS,katA,,,,
katA,Unknown,TRUE,1,,HE999757,,vegetative catalase,3201279,3202736,-,CDS,katA,,,,
katA,Unknown,TRUE,1,,HE999757,fig|1234679.3.peg.3201,Catalase KatE (EC 1.11.1.6),3201279,3202736,-,CDS,katA,,,,
katA,Unknown,TRUE,1,,CP005383,,catalase KatA,229932,231440,+,CDS,katA,,,,
katA,Unknown,TRUE,1,,CP005383,fig|1316932.3.peg.244,Catalase KatE (EC 1.11.1.6),229932,231440,+,CDS,katA,,,,
katA,NC,TRUE,1,,NC_009434,fig|379731.5.peg.799,Catalase KatE (EC 1.11.1.6),906566,908023,+,CDS,katA,,,,
katA,NC,TRUE,1,,NC_009434,,catalase,906566,908023,+,CDS,katA,,,,
katA,Unknown,TRUE,1,,AP010968,,putative catalase,2024434,2025885,+,CDS,katA,,,,
katA,Unknown,TRUE,1,,AP010968,fig|452652.3.peg.1824,Catalase KatE (EC 1.11.1.6),2024434,2025885,+,CDS,katA,,,,
katA,NC,TRUE,1,,NC_011999,fig|458233.11.peg.130,Catalase KatE (EC 1.11.1.6),57857,59344,-,CDS,katA,,,,
katA,NC,TRUE,1,,NC_011999,,catalase,57857,59344,-,CDS,katA,,,,
katA,Unknown,TRUE,1,,FO203431,fig|477641.3.peg.223,Manganese catalase (EC 1.11.1.6),233348,234211,-,CDS,katA,,,,
katA,Unknown,TRUE,1,,FO203431,fig|477641.3.peg.1970,Catalase KatE (EC 1.11.1.6),2032516,2034180,+,CDS,katA,,,,
katA,Unknown,TRUE,1,,FO203431,,Catalase,2032516,2034180,+,CDS,katA,,,,
katA,Unknown,TRUE,1,,FO203431,,manganese-containing catalase,233348,234211,-,CDS,katA,,,,
katA,NC,TRUE,1,,NC_013971,,catalase,1871208,1872680,-,CDS,katA,,,,
katA,NC,TRUE,1,,NC_013971,fig|716540.3.peg.1708,Catalase KatE (EC 1.11.1.6),1871208,1872680,-,CDS,katA,,,,
katA,NC,TRUE,1,,NC_014225,,Catalase,713696,715150,+,CDS,katA,,,,
katA,NC,TRUE,1,,NC_014225,fig|716544.4.peg.633,Catalase KatE (EC 1.11.1.6),713696,715150,+,CDS,katA,,,,
katA,Unknown,TRUE,1,,GG770409,,catalase,715370,716815,-,CDS,katA,,,,
katA,Unknown,TRUE,1,,GG770409,fig|742159.3.peg.1556,Catalase KatE (EC 1.11.1.6),715370,716815,-,CDS,katA,,,,
katA,NC,TRUE,1,,NC_014147,fig|749219.3.peg.1454,Catalase KatE (EC 1.11.1.6),1462884,1464404,-,CDS,katA,,,,
katA,NC,TRUE,1,,NC_014147,,catalase,1462884,1464404,-,CDS,katA,,,,
katA,NC,TRUE,1,,NC_013956,fig|706191.3.peg.1935,Catalase KatE (EC 1.11.1.6),2088814,2090280,-,CDS,katA,,,,
katA,NC,TRUE,1,,NC_013956,,KatA,2088814,2090295,-,CDS,katA,,,,
katA,NC,TRUE,1,,NC_012796,,catalase,3852918,3854372,-,CDS,katA,,,,
katA,NC,TRUE,1,,NC_012796,fig|573370.3.peg.3234,Catalase KatE (EC 1.11.1.6),3852918,3854372,-,CDS,katA,,,,
katA,Unknown,TRUE,1,,FO203503,fig|651182.5.peg.283,Catalase KatE (EC 1.11.1.6),276917,278374,+,CDS,katA,,,,
katA,Unknown,TRUE,1,,FO203503,,KatA: catalase,276917,278374,+,CDS,katA,,,,
katA,NZ,TRUE,1,,NZ_GG700527,fig|655811.4.peg.430,Catalase KatE (EC 1.11.1.6),1139563,1141260,-,CDS,katA,,,,
katA,NZ,TRUE,1,,NZ_GG700527,,,1139563,1141260,-,CDS,katA,,,,
katA,Unknown,TRUE,1,,CP001560,,catalase,1333445,1334893,-,CDS,katA,,,,
katA,Unknown,TRUE,1,,CP001560,fig|630626.3.peg.1244,Catalase KatE (EC 1.11.1.6),1333445,1334896,-,CDS,katA,,,,
katA,Unknown,TRUE,1,,FP476056,fig|63186.3.peg.3474,Catalase KatE-intracellular protease (EC 1.11.1.6),4118428,4120569,-,CDS,katA2,,,,
katA,Unknown,TRUE,1,,FP476056,,Catalase,4118428,4120569,-,CDS,katA2,,,,
katA,Unknown,TRUE,1,,FP476056,fig|63186.3.peg.1412,Catalase KatE (EC 1.11.1.6),1692147,1693637,-,CDS,katA1,,,,
katA,Unknown,TRUE,1,,FP476056,,Catalase,1692147,1693637,-,CDS,katA1,,,,
katA,NC,TRUE,1,,NC_014335,,catalase,2921821,2923461,-,CDS,katA,,,,
katA,NC,TRUE,1,,NC_014335,fig|637380.6.peg.3450,Catalase KatE (EC 1.11.1.6),2921821,2923461,-,CDS,katA,,,,
katA,NZ,TRUE,1,,NZ_GG694025,,,219304,219510,+,CDS,katA,,,,
katA,NC,TRUE,1,,NC_014103,,catalase,5049369,5050829,+,CDS,katA,,,,
katA,NC,TRUE,1,,NC_014103,fig|592022.4.peg.5206,Catalase KatE (EC 1.11.1.6),5049369,5050829,+,CDS,katA,,,,
katA,Unknown,TRUE,1,,FO203522,fig|1121451.3.peg.2696,Catalase KatE (EC 1.11.1.6),2886967,2888496,-,CDS,katA,,,,
katA,Unknown,TRUE,1,,FO203522,,vegetative catalase 1,2886967,2888418,-,CDS,katA,,,,
katA,NC,TRUE,1,,NC_016943,fig|1146883.3.peg.2863,Catalase KatE (EC 1.11.1.6),2962576,2964234,-,CDS,katA,,,,
katA,NC,TRUE,1,,NC_016943,,catalase,2962576,2964234,-,CDS,katA,,,,
katA,Unknown,TRUE,1,,HE796684,fig|1166018.3.peg.5618,Catalase KatE (EC 1.11.1.6),2584,4068,-,CDS,katA,,,,
katA,Unknown,TRUE,1,,HE796684,,catalase,2584,4083,-,CDS,katA,,,,
katA,NC,TRUE,1,,NC_014643,fig|762948.4.peg.392,Catalase KatE (EC 1.11.1.6),421869,423359,+,CDS,katA,,,,
katA,NC,TRUE,1,,NC_014643,,catalase,421869,423359,+,CDS,katA,,,,
katA,NC,TRUE,1,,NC_005863,fig|882.5.peg.3171,Catalase KatE (EC 1.11.1.6),123495,124952,+,CDS,katA,,,,
katA,NC,TRUE,1,,NC_005863,,catalase,123495,124952,+,CDS,katA,,,,
katA,NZ,TRUE,1,,NZ_GL636062,fig|887898.3.peg.829,Catalase KatE (EC 1.11.1.6),603481,604977,-,CDS,katA,,,,
katA,NZ,TRUE,1,,NZ_GL636062,,,603481,605016,-,CDS,katA,,,,
katA,NC,TRUE,1,,NC_008800,,catalase,1539790,1541232,-,CDS,katA,,,,
katA,NC,TRUE,1,,NC_008800,fig|393305.7.peg.1500,Catalase KatE (EC 1.11.1.6),1539790,1541229,-,CDS,katA,,,,
katA,NC,TRUE,1,,NC_012121,fig|396513.4.peg.2341,Catalase KatE (EC 1.11.1.6),2404691,2406187,+,CDS,katA,,,,
katA,NC,TRUE,1,,NC_012121,,catalase,2404691,2406187,+,CDS,katA,,,,
katB,NC,TRUE,1,,NC_015856,,catalase,1724017,1725558,+,CDS,katB,,,,
katB,NC,TRUE,1,,NC_015856,fig|1005048.3.peg.1491,Catalase KatE (EC 1.11.1.6),1724017,1725558,+,CDS,katB,,,,
katB,NC,TRUE,1,,NC_014623,fig|378806.8.peg.4849,Catalase KatE (EC 1.11.1.6),5797699,5799234,+,CDS,katB,,,,
katB,NC,TRUE,1,,NC_014623,,catalase katb,5797699,5799234,+,CDS,katB,,,,
katB,NC,TRUE,1,,NC_009434,fig|379731.5.peg.3551,Catalase KatE (EC 1.11.1.6),3860113,3861651,-,CDS,katB,,,,
katB,NC,TRUE,1,,NC_009434,,catalase,3860113,3861651,-,CDS,katB,,,,
katB,NC,TRUE,1,,NC_014335,fig|637380.6.peg.1447,Catalase KatE (EC 1.11.1.6),1122478,1123944,+,CDS,katB2,,,,
katB,NC,TRUE,1,,NC_014335,,catalase,835200,837197,-,CDS,katB1,,,,
katB,NC,TRUE,1,,NC_014335,,catalase,1122478,1123944,+,CDS,katB2,,,,
katB,NC,TRUE,1,,NC_014335,fig|637380.6.peg.1130,Catalase KatE-intracellular protease (EC 1.11.1.6),835200,837197,-,CDS,katB1,,,,
katE,Unknown,TRUE,1,,AP012157,fig|1002809.3.peg.919,Catalase KatE-intracellular protease (EC 1.11.1.6),991564,993609,+,CDS,katE,,,,
katE,Unknown,TRUE,1,,AP012157,,catalase,991564,993609,+,CDS,katE,,,,
katE,Unknown,TRUE,1,,CP003218,,hydroperoxidase II,3943302,3945560,-,CDS,katE,,,,
katE,Unknown,TRUE,1,,CP003218,fig|1006551.4.peg.3650,Catalase KatE-intracellular protease (EC 1.11.1.6),3943302,3945560,-,CDS,katE,,,,
katE,NC,TRUE,1,,NC_015663,,hydroperoxidase II,4607423,4609681,+,CDS,katE,,,,
katE,NC,TRUE,1,,NC_015663,fig|1028307.3.peg.4286,Catalase KatE-intracellular protease (EC 1.11.1.6),4607423,4609681,+,CDS,katE,,,,
katE,Unknown,TRUE,1,,AGAG01000001,fig|1073972.4.peg.378,Catalase KatE (EC 1.11.1.6),399271,400737,+,CDS,katE,,,,
katE,Unknown,TRUE,1,,AGAG01000001,,catalase,399271,400737,+,CDS,katE,,,,
katE,NC,TRUE,1,,NC_008380,,putative catalase,2132075,2134192,-,CDS,katE,,,,
katE,NC,TRUE,1,,NC_008380,fig|216596.11.peg.3257,Catalase KatE-intracellular protease (EC 1.11.1.6),2132075,2134192,-,CDS,katE,,,,
katE,NC,TRUE,1,,NC_010530,fig|164546.7.peg.3857,Catalase KatE-intracellular protease (EC 1.11.1.6),383072,385204,+,CDS,katE,,,,
katE,NC,TRUE,1,,NC_010530,,CATALASE HYDROPEROXIDASE HPII OXIDOREDUCTASE PROTEIN,383072,385204,+,CDS,katE,,,,
katE,Unknown,TRUE,1,,HE804045,,Catalase,5688680,5690932,-,CDS,katE,,,,
katE,Unknown,TRUE,1,,HE804045,fig|1179773.3.peg.5115,Catalase KatE-intracellular protease (EC 1.11.1.6),5688680,5690932,-,CDS,katE,,,,
katE,Unknown,TRUE,1,,BAGZ01000009,fig|1184607.3.peg.2013,Catalase KatE-intracellular protease (EC 1.11.1.6),3318,5402,-,CDS,katE,,,,
katE,Unknown,TRUE,1,,BAGZ01000009,,catalase KatE,3318,5402,-,CDS,katE,,,,
katE,Unknown,TRUE,1,,CP003170,fig|134676.3.peg.3059,Catalase KatE-intracellular protease (EC 1.11.1.6),3430668,3433127,+,CDS,katE,,,,
katE,Unknown,TRUE,1,,CP003170,,catalase,3430881,3433127,+,CDS,katE,,,,
katE,NC,TRUE,1,,NC_014623,fig|378806.8.peg.4271,Catalase KatE-intracellular protease (EC 1.11.1.6),5093198,5095297,+,CDS,katE,,,,
katE,NC,TRUE,1,,NC_014623,,catalase hpii,5093222,5095297,+,CDS,katE,,,,
katE,NC,TRUE,1,,NC_009434,fig|379731.5.peg.42,Catalase KatE-intracellular protease (EC 1.11.1.6),44325,46460,+,CDS,katE,,,,
katE,NC,TRUE,1,,NC_009434,,hydroperoxidase II,44325,46460,+,CDS,katE,,,,
katE,NC,TRUE,1,,NC_007952,,hydroperoxidase II,2030141,2032264,-,CDS,katE,,,,
katE,NC,TRUE,1,,NC_007952,fig|266265.5.peg.6541,Catalase KatE-intracellular protease (EC 1.11.1.6),2030141,2032264,-,CDS,katE,,,,
katE,Unknown,TRUE,1,,FO082060,,catalase hydroperoxidase II,2946443,2948557,-,CDS,katE,,,,
katE,Unknown,TRUE,1,,FO082060,fig|271065.3.peg.2638,Catalase KatE-intracellular protease (EC 1.11.1.6),2946443,2948557,-,CDS,katE,,,,
katE,NC,TRUE,1,,NC_009778,,hydroperoxidase II,2090171,2092426,+,CDS,katE,,,,
katE,NC,TRUE,1,,NC_009778,fig|290339.8.peg.1917,Catalase KatE-intracellular protease (EC 1.11.1.6),2090171,2092426,+,CDS,katE,,,,
katE,NC,TRUE,1,,NC_008611,fig|362242.7.peg.4968,Catalase KatE (EC 1.11.1.6),4763200,4764648,-,CDS,katE,,,,
katE,NC,TRUE,1,,NC_008611,,catalase KatE,4763200,4764648,-,CDS,katE,,,,
katE,Unknown,TRUE,1,,CP000245,,Candidate hydroperoxidase II,3518554,3520176,-,CDS,katE,,,,
katE,Unknown,TRUE,1,,CP000245,,Candidate hydroperoxidase II,3828711,3830867,-,CDS,katE,,,,
katE,Unknown,TRUE,1,,CP000245,fig|365046.3.peg.3677,Catalase KatE-intracellular protease (EC 1.11.1.6),3828711,3830867,-,CDS,katE,,,,
katE,Unknown,TRUE,1,,CP000245,fig|365046.3.peg.3381,Catalase KatE (EC 1.11.1.6),3518554,3520176,-,CDS,katE,,,,
katE,Unknown,TRUE,1,,CP000245,fig|365046.3.peg.2066,Catalase KatE-intracellular protease (EC 1.11.1.6),2135592,2138045,-,CDS,katE,,,,
katE,Unknown,TRUE,1,,CP000245,,Candidate hydroperoxidase II,2135592,2138045,-,CDS,katE,,,,
katE,NC,TRUE,1,,NC_012121,,putative catalase,2263384,2265396,-,CDS,katE/B,,,,
katE,NC,TRUE,1,,NC_012121,fig|396513.4.peg.2211,Catalase KatE-intracellular protease (EC 1.11.1.6),2263384,2265396,-,CDS,katE/B,,,,
katE,Unknown,TRUE,1,,AP010968,,putative catalase HPII,647846,650047,-,CDS,katE,,,,
katE,Unknown,TRUE,1,,AP010968,fig|452652.3.peg.573,Catalase KatE-intracellular protease (EC 1.11.1.6),647846,650047,-,CDS,katE,,,,
katE,Unknown,TRUE,1,,FO203431,fig|477641.3.peg.1043,Catalase KatE-intracellular protease (EC 1.11.1.6),1108834,1110945,-,CDS,katE,,,,
katE,Unknown,TRUE,1,,FO203431,,Catalase HPII,1108834,1110945,-,CDS,katE,,,,
katE,NC,TRUE,1,,NC_013929,,catalase HPII,1945023,1947116,+,CDS,katE,,,,
katE,NC,TRUE,1,,NC_013929,fig|680198.5.peg.1686,Catalase KatE-intracellular protease (EC 1.11.1.6),1945011,1947116,+,CDS,katE,,,,
